#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-09T12:20:21 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ522dbc517400	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/375/863&tab:{J/A+A/375/863/table3}&key:source=J/A+A/375/863&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/375/863/table3
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=V-I
#-out=F1
#-out=F2
#-out=F3
#-out=F4
#-out=F5
#
#
#RESOURCE=yCat_33750863
#Name: J/A+A/375/863
#Title: Photometry in NGC 2516 (Jeffries+, 2001)
#Table	J_A_A_375_863_table3:
#Name: J/A+A/375/863/table3
#Title: The photometric catalogue for NGC 2516
#Column	ID	(I5)	Star number	[ucd=meta.id]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? B-V colour index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	F1	(I2)	[-1/1] V vs B-V membership flag (2)	[ucd=meta.code.member]
#Column	F2	(I2)	[-1/1] V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F3	(I2)	[-1/1] B-V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F4	(I2)	[-1/1] Candidate membership flag (3)	[ucd=meta.code.member]
#Column	F5	(I1)	[0/1] Binarity flag (4)	[ucd=meta.code]
#ID;RAJ2000;DEJ2000;Vmag;B-V;V-I;F1;F2;F3;F4;F5
# ;"h:m:s";"d:m:s"; ; ; ; ; ; ; ;
#-----;------------;------------;------;------;------;--;--;--;--;-
12130;08 00 00.421;-60 47 50.07;19.368;      ; 2.191; 0;-1; 0;-1;0
12131;08 00 00.421;-60 48 04.01;17.395; 1.101; 1.182;-1;-1; 1;-1;0
12132;08 00 00.445;-60 28 13.53;16.826; 0.686; 0.901;-1;-1; 1;-1;0
12133;08 00 00.445;-60 58 21.65;11.056; 1.634;      ;-1; 0; 0;-1;0
12134;08 00 00.479;-60 52 55.97;14.425; 1.124; 1.229; 1; 1; 1; 1;1
12135;08 00 00.497;-61 13 46.14;18.829; 0.791; 1.066;-1;-1; 1;-1;0
12136;08 00 00.531;-60 39 05.29;18.979; 0.774; 0.965;-1;-1; 1;-1;0
12137;08 00 00.569;-60 46 21.67;18.225;      ; 1.387; 0;-1; 0;-1;0
12138;08 00 00.595;-61 06 49.37;17.239; 1.196; 1.392;-1;-1; 1;-1;0
12139;08 00 00.617;-60 24 31.04;19.829;      ; 2.223; 0;-1; 0;-1;0
12140;08 00 00.618;-60 35 34.07;17.397; 0.773; 0.830;-1;-1; 1;-1;0
12141;08 00 00.638;-61 02 03.05;19.661; 0.837; 1.129;-1;-1; 1;-1;0
12142;08 00 00.644;-60 45 03.55;19.290;      ; 2.019; 0;-1; 0;-1;0
12143;08 00 00.646;-60 43 31.73;19.056; 1.114; 1.829;-1;-1;-1;-1;0
12144;08 00 00.678;-60 41 52.98;15.988; 0.981; 1.092;-1;-1; 1;-1;0
12145;08 00 00.680;-61 09 20.08;20.063;      ; 1.496; 0;-1; 0;-1;0
12146;08 00 00.725;-60 44 05.29;18.704; 0.986; 1.184;-1;-1; 1;-1;0
12147;08 00 00.759;-60 34 03.97;19.311; 1.538; 3.025; 1; 1; 1; 1;1
12148;08 00 00.773;-61 09 25.60;17.048; 0.818; 0.920;-1;-1; 1;-1;0
12149;08 00 00.831;-60 48 04.72;19.466; 0.552; 1.412;-1;-1;-1;-1;0
12150;08 00 00.854;-61 07 49.27;21.153;      ; 2.434; 0;-1; 0;-1;0
12151;08 00 00.911;-60 48 02.78;19.259; 0.497; 1.371;-1;-1;-1;-1;0
12152;08 00 00.917;-60 21 18.14;17.981; 1.038; 1.159;-1;-1; 1;-1;0
12153;08 00 00.944;-60 19 09.48;19.469; 1.548; 2.649; 1; 1; 1; 1;0
12154;08 00 00.945;-61 13 27.48;18.111; 1.113; 1.509;-1;-1;-1;-1;0
12155;08 00 00.997;-60 24 29.86;19.624;      ; 2.092; 0;-1; 0;-1;0
12156;08 00 01.017;-60 51 44.02;17.199; 0.795; 0.921;-1;-1; 1;-1;0
12157;08 00 01.170;-60 26 49.09;17.226; 0.818; 0.919;-1;-1; 1;-1;0
12158;08 00 01.198;-60 34 18.79;16.894; 0.963; 1.113;-1;-1; 1;-1;0
12159;08 00 01.202;-61 11 25.01;18.467; 0.036; 2.088;-1;-1;-1;-1;0
12160;08 00 01.253;-61 10 53.29;19.426; 0.962; 1.197;-1;-1; 1;-1;0
12161;08 00 01.298;-60 34 36.53;20.307; 0.633; 2.502;-1;-1;-1;-1;0
12162;08 00 01.298;-61 02 22.42;14.583; 0.902; 1.008;-1;-1; 1;-1;0
12163;08 00 01.366;-60 37 40.04;18.652; 0.562; 0.871;-1;-1;-1;-1;0
12164;08 00 01.389;-60 52 43.40;17.911; 0.765; 0.943;-1;-1; 1;-1;0
12165;08 00 01.418;-61 02 43.58;18.782; 1.170; 1.453;-1;-1; 1;-1;0
12166;08 00 01.431;-61 12 41.35;16.603; 0.776; 1.027;-1;-1;-1;-1;0
12167;08 00 01.435;-60 45 05.69;19.628;      ; 2.230; 0;-1; 0;-1;0
12168;08 00 01.472;-60 26 05.41;20.122;      ; 2.018; 0;-1; 0;-1;0
12169;08 00 01.486;-60 24 57.39;16.657; 0.634; 0.810;-1;-1; 1;-1;0
12170;08 00 01.552;-61 11 46.58;16.823; 0.840; 1.036;-1;-1; 1;-1;0
12171;08 00 01.564;-60 27 13.69;20.501;      ; 1.749; 0;-1; 0;-1;0
12172;08 00 01.579;-60 24 04.85;19.517; 1.265; 1.258;-1;-1; 1;-1;0
12173;08 00 01.612;-60 55 22.28;18.233; 1.004; 1.209;-1;-1; 1;-1;0
12174;08 00 01.678;-60 34 14.78;18.888; 0.535; 1.330;-1;-1;-1;-1;0
12175;08 00 01.716;-60 50 14.25;19.553; 0.607; 0.743;-1;-1; 1;-1;0
12176;08 00 01.729;-60 41 20.41;19.372; 0.787; 1.085;-1;-1;-1;-1;0
12177;08 00 01.732;-60 23 24.66;20.480;      ; 0.758; 0;-1; 0;-1;0
12178;08 00 01.735;-60 38 13.82;19.795;      ; 1.586; 0;-1; 0;-1;0
12179;08 00 01.762;-60 26 05.42;19.722;      ; 2.196; 0;-1; 0;-1;0
12180;08 00 01.778;-60 33 50.00;19.730; 0.792; 1.024;-1;-1; 1;-1;0
12181;08 00 01.826;-61 05 19.63;18.238; 0.818; 0.835;-1;-1; 1;-1;0
12182;08 00 01.848;-60 34 57.53;18.802; 0.819; 0.903;-1;-1; 1;-1;0
12183;08 00 01.906;-60 43 51.97;19.260;      ; 1.985; 0;-1; 0;-1;0
12184;08 00 01.949;-60 23 59.12;18.871; 0.858; 1.066;-1;-1; 1;-1;0
12185;08 00 01.952;-60 22 56.90;20.312;      ; 3.032; 0; 1; 0; 1;0
12186;08 00 01.966;-60 58 20.91;16.896; 0.800; 2.383;-1;-1;-1;-1;0
12187;08 00 01.981;-60 29 44.57;20.160;      ; 1.867; 0;-1; 0;-1;0
12188;08 00 01.995;-61 07 35.91;19.593; 1.049; 0.697;-1;-1;-1;-1;0
12189;08 00 02.079;-61 01 03.53;19.555;      ; 1.651; 0;-1; 0;-1;0
12190;08 00 02.096;-61 13 33.36;19.264;      ; 1.715; 0;-1; 0;-1;0
12191;08 00 02.101;-60 48 42.51;19.545;      ; 1.800; 0;-1; 0;-1;0
12192;08 00 02.106;-60 18 36.53;17.695; 1.390; 1.560;-1;-1; 1;-1;0
12193;08 00 02.121;-60 30 30.96;18.740; 1.736; 2.438; 1; 1; 1; 1;0
12194;08 00 02.141;-60 29 52.85;14.353; 0.558; 0.700;-1;-1; 1;-1;0
12195;08 00 02.169;-60 20 53.02;18.079; 0.647; 0.895;-1;-1; 1;-1;0
12196;08 00 02.203;-60 21 49.85;20.330;      ; 1.373; 0;-1; 0;-1;0
12197;08 00 02.227;-60 35 19.06;20.121;      ; 0.346; 0;-1; 0;-1;0
12198;08 00 02.235;-60 45 42.24;19.464; 0.485; 0.878;-1;-1;-1;-1;0
12199;08 00 02.236;-61 05 02.60;16.345; 0.598; 0.754;-1;-1; 1;-1;0
12200;08 00 02.290;-61 02 23.41;19.536;      ; 2.053; 0;-1; 0;-1;0
12201;08 00 02.311;-60 53 51.37;19.568;      ; 2.953; 0; 1; 0; 1;1
12202;08 00 02.316;-60 36 42.84;13.560; 0.693; 0.819;-1; 1; 1;-1;0
12203;08 00 02.342;-60 26 17.42;19.709; 1.061; 0.725;-1;-1;-1;-1;0
12204;08 00 02.366;-60 58 19.51;15.292; 1.178; 1.780; 1;-1;-1;-1;0
12205;08 00 02.388;-61 02 06.44;18.536; 0.641; 0.675;-1;-1; 1;-1;0
12206;08 00 02.391;-60 48 44.84;19.447;      ; 2.613; 0; 1; 0; 1;0
12207;08 00 02.417;-60 35 13.53;17.993; 1.659; 3.657; 1;-1; 1;-1;0
12208;08 00 02.466;-61 05 19.45;16.984; 0.691; 0.813;-1;-1; 1;-1;0
12209;08 00 02.473;-60 25 53.52;19.202; 0.665; 1.027;-1;-1;-1;-1;0
12210;08 00 02.481;-60 40 09.88;19.811;      ; 2.692; 0; 1; 0; 1;0
12211;08 00 02.492;-60 48 13.37;18.185; 0.980; 0.773;-1;-1;-1;-1;0
12212;08 00 02.498;-60 51 35.48;20.170;      ; 3.305; 0;-1; 0;-1;0
12213;08 00 02.505;-60 19 02.65;18.749; 1.450; 1.792;-1;-1; 1;-1;0
12214;08 00 02.507;-60 43 47.23;18.289; 0.911; 1.534;-1;-1;-1;-1;0
12215;08 00 02.567;-60 43 21.20;19.591;      ; 2.113; 0;-1; 0;-1;0
12216;08 00 02.636;-60 36 55.50;12.879; 0.683; 0.813; 1; 1; 1; 1;1
12217;08 00 02.681;-60 49 23.44;19.246;      ; 1.793; 0;-1; 0;-1;0
12218;08 00 02.682;-60 20 05.20;12.984; 0.969; 1.056;-1;-1; 1;-1;0
12219;08 00 02.699;-60 28 01.16;20.098;      ; 1.566; 0;-1; 0;-1;0
12220;08 00 02.716;-60 44 45.96;15.858; 0.908; 1.027;-1;-1; 1;-1;0
12221;08 00 02.721;-60 29 07.24;17.720; 0.658; 0.857;-1;-1; 1;-1;0
12222;08 00 02.743;-60 41 10.50;19.978;      ; 1.533; 0;-1; 0;-1;0
12223;08 00 02.746;-60 44 06.80;20.214;      ; 1.549; 0;-1; 0;-1;0
12224;08 00 02.765;-60 19 09.26;18.608; 0.908; 0.922;-1;-1; 1;-1;0
12225;08 00 02.765;-60 45 15.55;18.353; 1.095; 1.417;-1;-1; 1;-1;0
12226;08 00 02.820;-60 50 24.73;15.732; 0.789; 0.921;-1;-1; 1;-1;0
12227;08 00 02.824;-60 22 27.34;16.818; 0.845; 0.958;-1;-1; 1;-1;0
12228;08 00 02.860;-60 59 48.78;20.204; 0.307;      ;-1; 0; 0;-1;0
12229;08 00 02.895;-60 38 45.13;19.807; 0.861; 0.745;-1;-1;-1;-1;0
12230;08 00 02.930;-60 30 30.44;20.716;      ; 2.674; 0;-1; 0;-1;0
12231;08 00 02.935;-61 07 10.73;20.075;      ; 1.065; 0;-1; 0;-1;0
12232;08 00 02.950;-60 41 05.96;18.211; 0.897; 1.053;-1;-1; 1;-1;0
12233;08 00 02.951;-60 53 52.14;19.542;      ; 1.003; 0;-1; 0;-1;0
12234;08 00 02.988;-60 18 07.66;19.122; 0.749; 1.059;-1;-1;-1;-1;0
12235;08 00 03.006;-60 37 24.35;11.732; 0.461; 0.640; 1; 1; 1; 1;1
12236;08 00 03.029;-60 32 26.55;18.371; 1.117; 1.450;-1;-1; 1;-1;0
12237;08 00 03.071;-60 29 14.24;17.577; 1.411; 1.644;-1;-1; 1;-1;0
12238;08 00 03.078;-60 19 36.61;20.403;      ; 1.066; 0;-1; 0;-1;0
12239;08 00 03.086;-61 05 20.42;19.048; 0.972; 1.086;-1;-1; 1;-1;0
12240;08 00 03.129;-60 32 39.53;19.184; 1.199; 1.082;-1;-1;-1;-1;0
12241;08 00 03.186;-60 18 43.95;17.755; 1.015; 1.106;-1;-1; 1;-1;0
12242;08 00 03.201;-61 12 50.52;19.107; 0.875; 0.954;-1;-1; 1;-1;0
12243;08 00 03.272;-60 39 25.74;19.718;      ; 2.166; 0;-1; 0;-1;0
12244;08 00 03.295;-60 38 31.99;20.471;      ; 2.873; 0; 1; 0; 1;0
12245;08 00 03.367;-60 58 57.18;17.478; 1.208; 1.539;-1;-1; 1;-1;0
12246;08 00 03.372;-60 48 50.17;19.156; 0.727; 1.045;-1;-1;-1;-1;0
12247;08 00 03.390;-60 41 23.72;16.882; 0.632; 0.819;-1;-1; 1;-1;0
12248;08 00 03.400;-61 00 22.99;19.822;      ; 1.926; 0;-1; 0;-1;0
12249;08 00 03.437;-60 21 46.92;19.291; 1.051; 0.895;-1;-1;-1;-1;0
12250;08 00 03.460;-60 52 50.34;19.238;      ; 2.058; 0;-1; 0;-1;0
12251;08 00 03.470;-60 30 13.79;15.924; 0.925; 1.058;-1;-1; 1;-1;0
12252;08 00 03.527;-60 34 55.38;17.943; 1.088; 2.001;-1;-1;-1;-1;0
12253;08 00 03.572;-60 54 57.23;17.382; 0.694; 0.795;-1;-1; 1;-1;0
12254;08 00 03.576;-60 36 53.51;15.733; 0.716; 0.894;-1;-1; 1;-1;0
12255;08 00 03.647;-60 59 21.39;18.772;      ; 1.455; 0;-1; 0;-1;0
12256;08 00 03.677;-60 35 02.61;17.737; 1.361; 1.918;-1;-1;-1;-1;0
12257;08 00 03.689;-60 20 59.29;16.784; 0.804; 0.935;-1;-1; 1;-1;0
12258;08 00 03.723;-61 04 47.02;20.737;      ; 2.176; 0;-1; 0;-1;0
12259;08 00 03.755;-60 46 19.92;10.038; 0.382; 0.491;-1;-1; 1;-1;0
12260;08 00 03.796;-60 45 24.14;19.120;      ; 3.492; 0;-1; 0;-1;0
12261;08 00 03.828;-60 59 32.13;16.594; 0.892; 1.051;-1;-1; 1;-1;0
12262;08 00 03.832;-60 26 25.40;17.962; 1.505; 1.905; 1;-1; 1;-1;0
12263;08 00 03.860;-60 30 11.73;17.440; 0.691; 1.151;-1;-1;-1;-1;0
12264;08 00 03.870;-60 27 11.56;20.584;      ; 2.598; 0;-1; 0;-1;0
12265;08 00 03.901;-60 29 42.86;19.336; 1.380; 1.435;-1;-1; 1;-1;0
12266;08 00 03.910;-60 41 34.87;17.319; 0.498; 0.685;-1;-1; 1;-1;0
12267;08 00 03.955;-60 56 59.31;19.660; 0.660; 0.964;-1;-1; 1;-1;0
12268;08 00 03.979;-60 51 36.23;15.902; 0.749; 0.884;-1;-1; 1;-1;0
12269;08 00 04.024;-61 09 30.45;19.668;      ; 2.259; 0;-1; 0;-1;0
12270;08 00 04.097;-60 21 35.44;18.395; 0.891; 1.078;-1;-1; 1;-1;0
12271;08 00 04.104;-60 56 15.04;18.074; 1.129; 1.410;-1;-1; 1;-1;0
12272;08 00 04.107;-60 34 54.75;16.305; 0.733; 0.917;-1;-1; 1;-1;0
12273;08 00 04.163;-60 48 10.74;20.413;      ; 2.692; 0;-1; 0;-1;0
12274;08 00 04.187;-60 44 02.66;14.687; 0.725; 0.854;-1;-1; 1;-1;0
12275;08 00 04.207;-60 34 50.39;19.132;      ; 1.461; 0;-1; 0;-1;0
12276;08 00 04.223;-60 47 45.56;16.269; 1.390; 1.565; 1; 1; 1; 1;0
12277;08 00 04.223;-60 47 55.13;18.989;      ; 1.627; 0;-1; 0;-1;0
12278;08 00 04.224;-61 09 10.83;15.455; 0.736; 0.922;-1;-1; 1;-1;0
12279;08 00 04.226;-60 45 31.49;19.981; 0.397; 1.759;-1;-1;-1;-1;0
12280;08 00 04.267;-60 35 03.35;18.590; 0.896; 0.470;-1;-1;-1;-1;0
12281;08 00 04.268;-60 33 29.09;19.538; 0.792;      ;-1; 0; 0;-1;0
12282;08 00 04.325;-61 08 10.98;19.740;      ; 1.973; 0;-1; 0;-1;0
12283;08 00 04.374;-60 47 05.55;19.177;      ; 2.112; 0;-1; 0;-1;0
12284;08 00 04.392;-60 23 22.60;19.818; 0.599; 0.844;-1;-1; 1;-1;0
12285;08 00 04.425;-60 37 17.48;16.951; 0.849; 0.998;-1;-1; 1;-1;0
12286;08 00 04.428;-60 43 20.03;16.230; 0.955; 1.132;-1;-1; 1;-1;0
12287;08 00 04.493;-60 39 02.06;18.411; 0.853; 1.058;-1;-1; 1;-1;0
12288;08 00 04.495;-61 08 20.85;19.988; 0.581; 0.541;-1;-1; 1;-1;0
12289;08 00 04.552;-60 26 31.38;16.815; 0.920; 0.997;-1;-1; 1;-1;0
12290;08 00 04.567;-60 25 01.04;18.771; 2.227; 1.966;-1;-1;-1;-1;0
12291;08 00 04.580;-60 29 26.97;17.646; 0.745; 0.914;-1;-1; 1;-1;0
12292;08 00 04.622;-60 49 16.10;19.711; 0.574; 0.978;-1;-1;-1;-1;0
12293;08 00 04.653;-60 27 26.02;21.101;      ; 2.698; 0;-1; 0;-1;0
12294;08 00 04.683;-60 19 45.89;16.614; 0.534; 0.864;-1;-1;-1;-1;0
12295;08 00 04.745;-60 19 06.74;19.016; 1.166; 1.371;-1;-1; 1;-1;0
12296;08 00 04.752;-60 20 28.38;20.754;      ; 3.015; 0; 1; 0; 1;0
12297;08 00 04.754;-60 55 39.78;14.703; 0.572; 0.756;-1;-1; 1;-1;0
12298;08 00 04.768;-60 21 33.59;19.567; 0.661; 0.988;-1;-1;-1;-1;0
12299;08 00 04.772;-60 54 27.51;16.774; 0.688; 0.881;-1;-1; 1;-1;0
12300;08 00 04.808;-60 59 33.75;16.108; 0.633; 0.776;-1;-1; 1;-1;0
12301;08 00 04.818;-60 43 47.44;16.888; 0.781; 0.860;-1;-1; 1;-1;0
12302;08 00 04.866;-60 45 19.45;12.000; 0.526; 0.647; 1; 1; 1; 1;0
12303;08 00 04.879;-60 51 50.48;19.986;      ; 1.221; 0;-1; 0;-1;0
12304;08 00 04.916;-61 06 00.21;16.696; 0.955; 1.010;-1;-1; 1;-1;0
12305;08 00 04.919;-60 42 57.83;14.489; 0.851; 1.013;-1; 1; 1;-1;0
12306;08 00 04.931;-60 23 47.24;18.597; 1.655; 1.820; 1;-1;-1;-1;0
12307;08 00 04.939;-60 30 51.47;19.514; 0.991; 0.980;-1;-1; 1;-1;0
12308;08 00 04.966;-60 45 10.87;16.765;      ; 1.447; 0;-1; 0;-1;0
12309;08 00 04.967;-60 33 32.31;14.840; 1.172; 1.312; 1; 1; 1; 1;1
12310;08 00 04.969;-60 27 32.28;18.575; 0.841; 1.227;-1;-1;-1;-1;0
12311;08 00 05.006;-61 06 47.10;17.191; 1.145; 1.354;-1;-1; 1;-1;0
12312;08 00 05.016;-61 06 16.36;19.026; 0.850; 0.840;-1;-1; 1;-1;0
12313;08 00 05.030;-60 20 44.71;18.830; 1.031; 1.148;-1;-1; 1;-1;0
12314;08 00 05.048;-60 25 16.02;19.384;      ; 1.056; 0;-1; 0;-1;0
12315;08 00 05.055;-60 47 00.31;18.918; 1.000; 0.810;-1;-1;-1;-1;0
12316;08 00 05.062;-60 39 48.73;18.827; 0.594; 1.045;-1;-1;-1;-1;0
12317;08 00 05.079;-60 42 25.63;18.795; 0.913; 1.040;-1;-1; 1;-1;0
12318;08 00 05.165;-60 37 03.96;18.708; 0.667; 0.887;-1;-1; 1;-1;0
12319;08 00 05.167;-60 21 44.00;16.411; 1.028; 1.084;-1;-1; 1;-1;0
12320;08 00 05.204;-60 25 55.83;19.932; 0.733; 1.289;-1;-1;-1;-1;0
12321;08 00 05.217;-60 33 30.37;14.859; 1.606; 1.310;-1; 1;-1;-1;1
12322;08 00 05.233;-60 22 59.97;19.557;      ; 3.586; 0;-1; 0;-1;0
12323;08 00 05.254;-60 25 48.98;15.683; 0.815; 0.952;-1;-1; 1;-1;0
12324;08 00 05.297;-60 58 03.24;18.501; 1.011; 1.295;-1;-1; 1;-1;0
12325;08 00 05.347;-60 34 32.21;18.424; 1.429; 1.807;-1;-1; 1;-1;0
12326;08 00 05.360;-60 29 55.79;17.435; 0.711; 0.893;-1;-1; 1;-1;0
12327;08 00 05.376;-60 45 48.17;16.998; 1.075; 1.156;-1;-1; 1;-1;0
12328;08 00 05.394;-60 22 52.69;14.684; 1.170; 1.302; 1; 1; 1; 1;1
12329;08 00 05.443;-60 39 21.25;18.739; 0.630; 0.941;-1;-1;-1;-1;0
12330;08 00 05.482;-60 49 26.11;16.118; 1.003; 1.106;-1;-1; 1;-1;0
12331;08 00 05.549;-60 30 17.60;18.580; 0.567; 0.895;-1;-1;-1;-1;0
12332;08 00 05.590;-60 24 02.39;18.019; 0.791; 1.020;-1;-1; 1;-1;0
12333;08 00 05.598;-60 32 17.63;16.637; 1.276; 1.456;-1;-1; 1;-1;0
12334;08 00 05.610;-60 52 35.02;18.704; 0.549; 0.775;-1;-1; 1;-1;0
12335;08 00 05.625;-60 25 39.06;20.337;      ; 2.669; 0;-1; 0;-1;0
12336;08 00 05.625;-60 37 20.17;18.807; 1.025; 1.138;-1;-1; 1;-1;0
12337;08 00 05.668;-60 59 00.87;18.467; 0.677; 1.054;-1;-1;-1;-1;0
12338;08 00 05.728;-60 44 08.99;18.866;      ; 1.886; 0;-1; 0;-1;0
12339;08 00 05.772;-60 20 16.55;18.899; 0.909; 0.775;-1;-1;-1;-1;0
12340;08 00 05.830;-60 51 35.99;18.489; 1.005; 1.079;-1;-1; 1;-1;0
12341;08 00 05.840;-60 29 52.39;18.566; 0.624; 0.812;-1;-1; 1;-1;0
12342;08 00 05.885;-61 08 03.78;19.393; 1.249; 1.391;-1;-1; 1;-1;0
12343;08 00 05.899;-61 01 07.85;17.976; 0.685; 0.814;-1;-1; 1;-1;0
12344;08 00 05.901;-60 23 53.46;15.260; 1.344; 0.931; 1;-1;-1;-1;0
12345;08 00 05.921;-60 23 47.55;15.196; 1.158; 0.938; 1;-1;-1;-1;0
12346;08 00 05.924;-60 47 45.62;16.372; 0.892; 1.026;-1;-1; 1;-1;0
12347;08 00 05.927;-60 21 57.01;19.254; 1.170; 1.387;-1;-1; 1;-1;0
12348;08 00 05.948;-61 03 27.03;16.248; 1.014; 1.148;-1;-1; 1;-1;0
12349;08 00 06.003;-60 26 14.01;19.498; 0.726; 0.998;-1;-1; 1;-1;0
12350;08 00 06.080;-60 52 23.47;19.736; 0.327; 0.776;-1;-1;-1;-1;0
12351;08 00 06.114;-60 22 53.82;18.539; 0.966; 1.386;-1;-1;-1;-1;0
12352;08 00 06.118;-60 59 02.23;17.328; 1.141; 1.349;-1;-1; 1;-1;0
12353;08 00 06.148;-60 27 59.66;18.372; 0.949; 1.260;-1;-1;-1;-1;0
12354;08 00 06.160;-60 24 02.79;17.017; 0.821; 0.997;-1;-1; 1;-1;0
12355;08 00 06.164;-60 48 03.36;19.672;      ; 2.320; 0;-1; 0;-1;0
12356;08 00 06.166;-60 35 17.93;14.497; 0.968; 1.057; 1; 1; 1; 1;0
12357;08 00 06.175;-60 47 18.77;19.676; 0.714; 1.308;-1;-1;-1;-1;0
12358;08 00 06.211;-60 53 07.16;19.921;      ; 1.094; 0;-1; 0;-1;0
12359;08 00 06.285;-60 36 18.73;19.682;      ; 1.576; 0;-1; 0;-1;0
12360;08 00 06.325;-61 07 08.17;18.032; 0.962; 1.164;-1;-1; 1;-1;0
12361;08 00 06.335;-60 46 46.16;17.984; 1.029; 1.401;-1;-1;-1;-1;0
12362;08 00 06.340;-60 42 33.24;14.385; 1.092; 1.176; 1; 1; 1; 1;1
12363;08 00 06.358;-60 24 54.27;17.617; 0.798; 0.954;-1;-1; 1;-1;0
12364;08 00 06.358;-60 44 06.99;17.895; 1.084; 1.164;-1;-1; 1;-1;0
12365;08 00 06.364;-60 38 21.80;19.293; 1.726; 2.624; 1; 1; 1; 1;0
12366;08 00 06.494;-60 48 26.07;15.694; 1.091; 1.209;-1;-1; 1;-1;0
12367;08 00 06.503;-60 39 51.09;19.424; 0.560; 0.788;-1;-1; 1;-1;0
12368;08 00 06.525;-60 47 04.48;17.283; 1.134; 1.772;-1;-1;-1;-1;0
12369;08 00 06.632;-60 50 10.69;19.184;      ; 1.386; 0;-1; 0;-1;0
12370;08 00 06.655;-60 36 43.75;19.594;      ; 2.382; 0;-1; 0;-1;0
12371;08 00 06.699;-60 59 40.95;18.235; 0.735; 1.109;-1;-1;-1;-1;0
12372;08 00 06.747;-60 25 08.31;10.850; 0.285; 0.360; 1; 1; 1; 1;0
12373;08 00 06.747;-61 04 23.43;15.605; 0.772; 0.897;-1;-1; 1;-1;0
12374;08 00 06.765;-60 36 02.86;19.583; 0.896; 1.081;-1;-1; 1;-1;0
12375;08 00 06.780;-61 00 57.98;18.057; 0.747; 0.973;-1;-1; 1;-1;0
12376;08 00 06.798;-60 44 42.89;20.058;      ; 1.347; 0;-1; 0;-1;0
12377;08 00 06.800;-60 23 31.62;20.749;      ; 1.690; 0;-1; 0;-1;0
12378;08 00 06.824;-61 09 42.40;19.468; 1.361; 2.343;-1;-1;-1;-1;0
12379;08 00 06.825;-60 35 37.28;15.343; 1.057; 1.185;-1; 1; 1;-1;0
12380;08 00 06.834;-60 36 56.98;19.242; 1.443; 1.679;-1;-1; 1;-1;0
12381;08 00 06.874;-60 26 03.22;16.644; 0.976; 1.100;-1;-1; 1;-1;0
12382;08 00 06.874;-61 09 50.26;17.972; 0.935; 1.105;-1;-1; 1;-1;0
12383;08 00 06.897;-60 32 40.78;20.559;      ; 2.243; 0;-1; 0;-1;0
12384;08 00 06.917;-60 33 27.34;20.241; 0.744;      ;-1; 0; 0;-1;0
12385;08 00 06.926;-60 28 33.36;19.598;      ; 1.098; 0;-1; 0;-1;0
12386;08 00 06.959;-60 24 29.15;19.591;      ; 2.472; 0;-1; 0;-1;0
12387;08 00 06.965;-60 36 38.73;20.094;      ; 2.320; 0;-1; 0;-1;0
12388;08 00 06.969;-61 01 16.80;19.711;      ; 2.313; 0;-1; 0;-1;0
12389;08 00 06.982;-60 40 43.46;18.761; 0.655; 1.261;-1;-1;-1;-1;0
12390;08 00 07.078;-61 02 45.93;19.924;      ; 0.593; 0;-1; 0;-1;0
12391;08 00 07.090;-60 59 58.04;19.980; 0.226; 0.653;-1;-1;-1;-1;0
12392;08 00 07.097;-61 04 54.70;18.232; 0.787; 0.863;-1;-1; 1;-1;0
12393;08 00 07.101;-60 48 44.89;20.050;      ; 1.130; 0;-1; 0;-1;0
12394;08 00 07.103;-60 23 26.21;19.388;      ; 2.228; 0;-1; 0;-1;0
12395;08 00 07.128;-60 58 56.32;19.425;      ; 1.703; 0;-1; 0;-1;0
12396;08 00 07.186;-61 13 28.68;19.132; 0.974; 1.242;-1;-1; 1;-1;0
12397;08 00 07.223;-61 11 11.81;16.545; 1.141; 1.353;-1;-1; 1;-1;0
12398;08 00 07.225;-61 07 26.46;17.819; 0.686; 0.854;-1;-1; 1;-1;0
12399;08 00 07.231;-60 20 33.15;19.816;      ; 1.436; 0;-1; 0;-1;0
12400;08 00 07.258;-60 33 38.69;19.176;      ; 2.342; 0;-1; 0;-1;0
